
disconcertingly,"['R', 'K', 'L', 'S', 'Y', 'S', 'T', 'C']",25,"['L', 'M', 'N', 'J', 'R', 'K', 'L', 'S']",15,"['R', 'N', 'M', 'P', 'L', 'M', 'N', 'J']",12,"['G', 'C', 'G', 'C', 'R', 'N', 'M', 'P']",16,"['M', 'M', 'L', 'F', 'G', 'C', 'G', 'C']",9,"['B', 'G', 'Z', 'R', 'M', 'M', 'L', 'F']",12,"['C', 'D', 'S', 'W', 'B', 'G', 'Z', 'R']",22,111,17006
sacerdotalizing,"['R', 'K', 'L', 'S', 'Y', 'S', 'T', 'C']",19,"['L', 'M', 'N', 'J', 'R', 'K', 'L', 'S']",15,"['R', 'N', 'M', 'P', 'L', 'M', 'N', 'J']",14,"['G', 'C', 'G', 'C', 'R', 'N', 'M', 'P']",18,"['M', 'M', 'L', 'F', 'G', 'C', 'G', 'C']",11,"['B', 'G', 'Z', 'R', 'M', 'M', 'L', 'F']",18,"['C', 'D', 'S', 'W', 'B', 'G', 'Z', 'R']",27,122,17006
comfortableness,"['R', 'K', 'L', 'S', 'Y', 'S', 'T', 'C']",19,"['L', 'M', 'N', 'J', 'R', 'K', 'L', 'S']",23,"['R', 'N', 'M', 'P', 'L', 'M', 'N', 'J']",18,"['G', 'C', 'G', 'C', 'R', 'N', 'M', 'P']",16,"['M', 'M', 'L', 'F', 'G', 'C', 'G', 'C']",18,"['B', 'G', 'Z', 'R', 'M', 'M', 'L', 'F']",19,"['C', 'D', 'S', 'W', 'B', 'G', 'Z', 'R']",16,129,17006
acknowledgments,"['R', 'K', 'L', 'S', 'Y', 'S', 'T', 'C']",21,"['L', 'M', 'N', 'J', 'R', 'K', 'L', 'S']",22,"['R', 'N', 'M', 'P', 'L', 'M', 'N', 'J']",13,"['G', 'C', 'G', 'C', 'R', 'N', 'M', 'P']",17,"['M', 'M', 'L', 'F', 'G', 'C', 'G', 'C']",16,"['B', 'G', 'Z', 'R', 'M', 'M', 'L', 'F']",11,"['C', 'D', 'S', 'W', 'B', 'G', 'Z', 'R']",24,124,17006
micropaleontologists,"['R', 'K', 'L', 'S', 'Y', 'S', 'T', 'C']",19,"['L', 'M', 'N', 'J', 'R', 'K', 'L', 'S']",22,"['R', 'N', 'M', 'P', 'L', 'M', 'N', 'J']",24,"['G', 'C', 'G', 'C', 'R', 'N', 'M', 'P']",23,"['M', 'M', 'L', 'F', 'G', 'C', 'G', 'C']",17,"['B', 'G', 'Z', 'R', 'M', 'M', 'L', 'F']",15,"['C', 'D', 'S', 'W', 'B', 'G', 'Z', 'R']",15,135,17006
practicableness,"['R', 'K', 'L', 'S', 'Y', 'S', 'T', 'C']",19,"['L', 'M', 'N', 'J', 'R', 'K', 'L', 'S']",16,"['R', 'N', 'M', 'P', 'L', 'M', 'N', 'J']",18,"['G', 'C', 'G', 'C', 'R', 'N', 'M', 'P']",13,"['M', 'M', 'L', 'F', 'G', 'C', 'G', 'C']",6,"['B', 'G', 'Z', 'R', 'M', 'M', 'L', 'F']",12,"['C', 'D', 'S', 'W', 'B', 'G', 'Z', 'R']",16,100,17006
splenectomized,"['R', 'K', 'L', 'S', 'Y', 'S', 'T', 'C']",14,"['L', 'M', 'N', 'J', 'R', 'K', 'L', 'S']",17,"['R', 'N', 'M', 'P', 'L', 'M', 'N', 'J']",18,"['G', 'C', 'G', 'C', 'R', 'N', 'M', 'P']",13,"['M', 'M', 'L', 'F', 'G', 'C', 'G', 'C']",12,"['B', 'G', 'Z', 'R', 'M', 'M', 'L', 'F']",11,"['C', 'D', 'S', 'W', 'B', 'G', 'Z', 'R']",19,104,17006
multiprocessing,"['R', 'K', 'L', 'S', 'Y', 'S', 'T', 'C']",19,"['L', 'M', 'N', 'J', 'R', 'K', 'L', 'S']",22,"['R', 'N', 'M', 'P', 'L', 'M', 'N', 'J']",22,"['G', 'C', 'G', 'C', 'R', 'N', 'M', 'P']",21,"['M', 'M', 'L', 'F', 'G', 'C', 'G', 'C']",18,"['B', 'G', 'Z', 'R', 'M', 'M', 'L', 'F']",15,"['C', 'D', 'S', 'W', 'B', 'G', 'Z', 'R']",16,133,17006
compartmentalizations,"['R', 'K', 'L', 'S', 'Y', 'S', 'T', 'C']",20,"['L', 'M', 'N', 'J', 'R', 'K', 'L', 'S']",23,"['R', 'N', 'M', 'P', 'L', 'M', 'N', 'J']",23,"['G', 'C', 'G', 'C', 'R', 'N', 'M', 'P']",19,"['M', 'M', 'L', 'F', 'G', 'C', 'G', 'C']",13,"['B', 'G', 'Z', 'R', 'M', 'M', 'L', 'F']",18,"['C', 'D', 'S', 'W', 'B', 'G', 'Z', 'R']",17,133,17006
abridgments,"['R', 'K', 'L', 'S', 'Y', 'S', 'T', 'C']",12,"['L', 'M', 'N', 'J', 'R', 'K', 'L', 'S']",16,"['R', 'N', 'M', 'P', 'L', 'M', 'N', 'J']",15,"['G', 'C', 'G', 'C', 'R', 'N', 'M', 'P']",15,"['M', 'M', 'L', 'F', 'G', 'C', 'G', 'C']",8,"['B', 'G', 'Z', 'R', 'M', 'M', 'L', 'F']",19,"['C', 'D', 'S', 'W', 'B', 'G', 'Z', 'R']",19,104,17006
discouragement,"['R', 'K', 'L', 'S', 'Y', 'S', 'T', 'C']",14,"['L', 'M', 'N', 'J', 'R', 'K', 'L', 'S']",15,"['R', 'N', 'M', 'P', 'L', 'M', 'N', 'J']",15,"['G', 'C', 'G', 'C', 'R', 'N', 'M', 'P']",22,"['M', 'M', 'L', 'F', 'G', 'C', 'G', 'C']",11,"['B', 'G', 'Z', 'R', 'M', 'M', 'L', 'F']",13,"['C', 'D', 'S', 'W', 'B', 'G', 'Z', 'R']",22,112,17006
pulchritudinous,"['R', 'K', 'L', 'S', 'Y', 'S', 'T', 'C']",19,"['L', 'M', 'N', 'J', 'R', 'K', 'L', 'S']",17,"['R', 'N', 'M', 'P', 'L', 'M', 'N', 'J']",18,"['G', 'C', 'G', 'C', 'R', 'N', 'M', 'P']",15,"['M', 'M', 'L', 'F', 'G', 'C', 'G', 'C']",7,"['B', 'G', 'Z', 'R', 'M', 'M', 'L', 'F']",6,"['C', 'D', 'S', 'W', 'B', 'G', 'Z', 'R']",17,99,17006
pharmacologist,"['R', 'K', 'L', 'S', 'Y', 'S', 'T', 'C']",21,"['L', 'M', 'N', 'J', 'R', 'K', 'L', 'S']",16,"['R', 'N', 'M', 'P', 'L', 'M', 'N', 'J']",19,"['G', 'C', 'G', 'C', 'R', 'N', 'M', 'P']",18,"['M', 'M', 'L', 'F', 'G', 'C', 'G', 'C']",17,"['B', 'G', 'Z', 'R', 'M', 'M', 'L', 'F']",16,"['C', 'D', 'S', 'W', 'B', 'G', 'Z', 'R']",15,122,17006
departmentalizing,"['R', 'K', 'L', 'S', 'Y', 'S', 'T', 'C']",13,"['L', 'M', 'N', 'J', 'R', 'K', 'L', 'S']",18,"['R', 'N', 'M', 'P', 'L', 'M', 'N', 'J']",24,"['G', 'C', 'G', 'C', 'R', 'N', 'M', 'P']",16,"['M', 'M', 'L', 'F', 'G', 'C', 'G', 'C']",14,"['B', 'G', 'Z', 'R', 'M', 'M', 'L', 'F']",22,"['C', 'D', 'S', 'W', 'B', 'G', 'Z', 'R']",15,122,17006
plumbaginaceous,"['R', 'K', 'L', 'S', 'Y', 'S', 'T', 'C']",10,"['L', 'M', 'N', 'J', 'R', 'K', 'L', 'S']",18,"['R', 'N', 'M', 'P', 'L', 'M', 'N', 'J']",17,"['G', 'C', 'G', 'C', 'R', 'N', 'M', 'P']",17,"['M', 'M', 'L', 'F', 'G', 'C', 'G', 'C']",17,"['B', 'G', 'Z', 'R', 'M', 'M', 'L', 'F']",15,"['C', 'D', 'S', 'W', 'B', 'G', 'Z', 'R']",16,110,17006
undercapitalizes,"['R', 'K', 'L', 'S', 'Y', 'S', 'T', 'C']",20,"['L', 'M', 'N', 'J', 'R', 'K', 'L', 'S']",16,"['R', 'N', 'M', 'P', 'L', 'M', 'N', 'J']",20,"['G', 'C', 'G', 'C', 'R', 'N', 'M', 'P']",14,"['M', 'M', 'L', 'F', 'G', 'C', 'G', 'C']",7,"['B', 'G', 'Z', 'R', 'M', 'M', 'L', 'F']",13,"['C', 'D', 'S', 'W', 'B', 'G', 'Z', 'R']",22,112,17006
depolymerizations,"['R', 'K', 'L', 'S', 'Y', 'S', 'T', 'C']",23,"['L', 'M', 'N', 'J', 'R', 'K', 'L', 'S']",23,"['R', 'N', 'M', 'P', 'L', 'M', 'N', 'J']",22,"['G', 'C', 'G', 'C', 'R', 'N', 'M', 'P']",10,"['M', 'M', 'L', 'F', 'G', 'C', 'G', 'C']",9,"['B', 'G', 'Z', 'R', 'M', 'M', 'L', 'F']",15,"['C', 'D', 'S', 'W', 'B', 'G', 'Z', 'R']",17,119,17006
decriminalizations,"['R', 'K', 'L', 'S', 'Y', 'S', 'T', 'C']",20,"['L', 'M', 'N', 'J', 'R', 'K', 'L', 'S']",22,"['R', 'N', 'M', 'P', 'L', 'M', 'N', 'J']",19,"['G', 'C', 'G', 'C', 'R', 'N', 'M', 'P']",16,"['M', 'M', 'L', 'F', 'G', 'C', 'G', 'C']",13,"['B', 'G', 'Z', 'R', 'M', 'M', 'L', 'F']",17,"['C', 'D', 'S', 'W', 'B', 'G', 'Z', 'R']",23,130,17006
dermatoglyphic,"['R', 'K', 'L', 'S', 'Y', 'S', 'T', 'C']",22,"['L', 'M', 'N', 'J', 'R', 'K', 'L', 'S']",13,"['R', 'N', 'M', 'P', 'L', 'M', 'N', 'J']",19,"['G', 'C', 'G', 'C', 'R', 'N', 'M', 'P']",19,"['M', 'M', 'L', 'F', 'G', 'C', 'G', 'C']",18,"['B', 'G', 'Z', 'R', 'M', 'M', 'L', 'F']",17,"['C', 'D', 'S', 'W', 'B', 'G', 'Z', 'R']",15,123,17006
correspondingly,"['R', 'K', 'L', 'S', 'Y', 'S', 'T', 'C']",22,"['L', 'M', 'N', 'J', 'R', 'K', 'L', 'S']",14,"['R', 'N', 'M', 'P', 'L', 'M', 'N', 'J']",18,"['G', 'C', 'G', 'C', 'R', 'N', 'M', 'P']",21,"['M', 'M', 'L', 'F', 'G', 'C', 'G', 'C']",10,"['B', 'G', 'Z', 'R', 'M', 'M', 'L', 'F']",12,"['C', 'D', 'S', 'W', 'B', 'G', 'Z', 'R']",21,118,17006
respectabilizing,"['R', 'K', 'L', 'S', 'Y', 'S', 'T', 'C']",20,"['L', 'M', 'N', 'J', 'R', 'K', 'L', 'S']",15,"['R', 'N', 'M', 'P', 'L', 'M', 'N', 'J']",18,"['G', 'C', 'G', 'C', 'R', 'N', 'M', 'P']",19,"['M', 'M', 'L', 'F', 'G', 'C', 'G', 'C']",11,"['B', 'G', 'Z', 'R', 'M', 'M', 'L', 'F']",24,"['C', 'D', 'S', 'W', 'B', 'G', 'Z', 'R']",25,132,17006
micropaleontologist,"['R', 'K', 'L', 'S', 'Y', 'S', 'T', 'C']",20,"['L', 'M', 'N', 'J', 'R', 'K', 'L', 'S']",22,"['R', 'N', 'M', 'P', 'L', 'M', 'N', 'J']",24,"['G', 'C', 'G', 'C', 'R', 'N', 'M', 'P']",23,"['M', 'M', 'L', 'F', 'G', 'C', 'G', 'C']",17,"['B', 'G', 'Z', 'R', 'M', 'M', 'L', 'F']",15,"['C', 'D', 'S', 'W', 'B', 'G', 'Z', 'R']",15,136,17006
comprehensively,"['R', 'K', 'L', 'S', 'Y', 'S', 'T', 'C']",22,"['L', 'M', 'N', 'J', 'R', 'K', 'L', 'S']",22,"['R', 'N', 'M', 'P', 'L', 'M', 'N', 'J']",23,"['G', 'C', 'G', 'C', 'R', 'N', 'M', 'P']",19,"['M', 'M', 'L', 'F', 'G', 'C', 'G', 'C']",13,"['B', 'G', 'Z', 'R', 'M', 'M', 'L', 'F']",10,"['C', 'D', 'S', 'W', 'B', 'G', 'Z', 'R']",12,121,17006
compartmentalizing,"['R', 'K', 'L', 'S', 'Y', 'S', 'T', 'C']",15,"['L', 'M', 'N', 'J', 'R', 'K', 'L', 'S']",19,"['R', 'N', 'M', 'P', 'L', 'M', 'N', 'J']",23,"['G', 'C', 'G', 'C', 'R', 'N', 'M', 'P']",24,"['M', 'M', 'L', 'F', 'G', 'C', 'G', 'C']",18,"['B', 'G', 'Z', 'R', 'M', 'M', 'L', 'F']",23,"['C', 'D', 'S', 'W', 'B', 'G', 'Z', 'R']",15,137,17006
micropaleontologies,"['R', 'K', 'L', 'S', 'Y', 'S', 'T', 'C']",20,"['L', 'M', 'N', 'J', 'R', 'K', 'L', 'S']",22,"['R', 'N', 'M', 'P', 'L', 'M', 'N', 'J']",24,"['G', 'C', 'G', 'C', 'R', 'N', 'M', 'P']",23,"['M', 'M', 'L', 'F', 'G', 'C', 'G', 'C']",17,"['B', 'G', 'Z', 'R', 'M', 'M', 'L', 'F']",15,"['C', 'D', 'S', 'W', 'B', 'G', 'Z', 'R']",15,136,17006
achondroplastic,"['R', 'K', 'L', 'S', 'Y', 'S', 'T', 'C']",21,"['L', 'M', 'N', 'J', 'R', 'K', 'L', 'S']",16,"['R', 'N', 'M', 'P', 'L', 'M', 'N', 'J']",20,"['G', 'C', 'G', 'C', 'R', 'N', 'M', 'P']",14,"['M', 'M', 'L', 'F', 'G', 'C', 'G', 'C']",7,"['B', 'G', 'Z', 'R', 'M', 'M', 'L', 'F']",7,"['C', 'D', 'S', 'W', 'B', 'G', 'Z', 'R']",18,103,17006
hemoglobinopathies,"['R', 'K', 'L', 'S', 'Y', 'S', 'T', 'C']",11,"['L', 'M', 'N', 'J', 'R', 'K', 'L', 'S']",18,"['R', 'N', 'M', 'P', 'L', 'M', 'N', 'J']",18,"['G', 'C', 'G', 'C', 'R', 'N', 'M', 'P']",13,"['M', 'M', 'L', 'F', 'G', 'C', 'G', 'C']",14,"['B', 'G', 'Z', 'R', 'M', 'M', 'L', 'F']",16,"['C', 'D', 'S', 'W', 'B', 'G', 'Z', 'R']",10,100,17006
undercapitalizations,"['R', 'K', 'L', 'S', 'Y', 'S', 'T', 'C']",20,"['L', 'M', 'N', 'J', 'R', 'K', 'L', 'S']",16,"['R', 'N', 'M', 'P', 'L', 'M', 'N', 'J']",19,"['G', 'C', 'G', 'C', 'R', 'N', 'M', 'P']",14,"['M', 'M', 'L', 'F', 'G', 'C', 'G', 'C']",7,"['B', 'G', 'Z', 'R', 'M', 'M', 'L', 'F']",13,"['C', 'D', 'S', 'W', 'B', 'G', 'Z', 'R']",22,111,17006
discolorment,"['R', 'K', 'L', 'S', 'Y', 'S', 'T', 'C']",19,"['L', 'M', 'N', 'J', 'R', 'K', 'L', 'S']",21,"['R', 'N', 'M', 'P', 'L', 'M', 'N', 'J']",18,"['G', 'C', 'G', 'C', 'R', 'N', 'M', 'P']",16,"['M', 'M', 'L', 'F', 'G', 'C', 'G', 'C']",12,"['B', 'G', 'Z', 'R', 'M', 'M', 'L', 'F']",10,"['C', 'D', 'S', 'W', 'B', 'G', 'Z', 'R']",18,114,17006
transcendentalizing,"['R', 'K', 'L', 'S', 'Y', 'S', 'T', 'C']",19,"['L', 'M', 'N', 'J', 'R', 'K', 'L', 'S']",15,"['R', 'N', 'M', 'P', 'L', 'M', 'N', 'J']",12,"['G', 'C', 'G', 'C', 'R', 'N', 'M', 'P']",16,"['M', 'M', 'L', 'F', 'G', 'C', 'G', 'C']",11,"['B', 'G', 'Z', 'R', 'M', 'M', 'L', 'F']",18,"['C', 'D', 'S', 'W', 'B', 'G', 'Z', 'R']",26,117,17006
imperscriptible,"['R', 'K', 'L', 'S', 'Y', 'S', 'T', 'C']",20,"['L', 'M', 'N', 'J', 'R', 'K', 'L', 'S']",17,"['R', 'N', 'M', 'P', 'L', 'M', 'N', 'J']",18,"['G', 'C', 'G', 'C', 'R', 'N', 'M', 'P']",12,"['M', 'M', 'L', 'F', 'G', 'C', 'G', 'C']",13,"['B', 'G', 'Z', 'R', 'M', 'M', 'L', 'F']",16,"['C', 'D', 'S', 'W', 'B', 'G', 'Z', 'R']",15,111,17006
